State,District,Name,Party,Office Room,Phone,Committee 1,Committee 2,Committee 3,Committee 4
K,New Hampshire 2nd,"Kuster, Ann",D,2201 RHOB,(202) 225-5206,Energy and Commerce,,,
K,Tennessee 8th,"Kustoff, David",R,560 CHOB,(202) 225-4714,Ways and Means,,,
L,Illinois 16th,"LaHood, Darin",R,1424 LHOB,(202) 225-6201,Intelligence,Ways and Means,Select Comm on the Strategic Competition US and China,
L,New York 1st,"LaLota, Nick",R,1530 LHOB,(202) 225-3826,Armed Services,Homeland Security,Small Business,
L,California 1st,"LaMalfa, Doug",R,408 CHOB,(202) 225-3076,Agriculture,Natural Resources,Transportation and Infrastructure,
L,Colorado 5th,"Lamborn, Doug",R,2371 RHOB,(202) 225-4422,Armed Services,Natural Resources,,
L,Ohio 1st,"Landsman, Greg",D,1432 LHOB,(202) 225-2216,Small Business,Veterans' Affairs,,
L,New York 23rd,"Langworthy, Nicholas",R,1630 LHOB,(202) 225-3161,Agriculture,Oversight and Accountability,Rules,
L,Washington 2nd,"Larsen, Rick",D,2163 RHOB,(202) 225-2605,Transportation and Infrastructure,,,
L,Connecticut 1st,"Larson, John",D,1501 LHOB,(202) 225-2265,Ways and Means,,,
L,Ohio 5th,"Latta, Robert",R,2467 RHOB,(202) 225-6405,Energy and Commerce,,,
L,Kansas 2nd,"LaTurner, Jake",R,2441 RHOB,(202) 225-6601,Appropriations,Oversight and Accountability,,
L,New York 17th,"Lawler, Michael",R,1013 LHOB,(202) 225-6506,Financial Services,Foreign Affairs,,
L,California 12th,"Lee, Barbara",D,2470 RHOB,(202) 225-2661,Appropriations,Budget,,
L,Florida 15th,"Lee, Laurel",R,1118 LHOB,(202) 225-5626,House Administration,Homeland Security,Judiciary,
L,Pennsylvania 12th,"Lee, Summer",D,243 CHOB,(202) 225-2135,Oversight and Accountability,"Science, Space, and Technology",,
L,Nevada 3rd,"Lee, Susie",D,365 CHOB,(202) 225-3252,Appropriations,Natural Resources,,
L,New Mexico 3rd,"Leger Fernandez, Teresa",D,1510 LHOB,(202) 225-6190,Education and the Workforce,Natural Resources,Rules,
L,Arizona 8th,"Lesko, Debbie",R,1214 LHOB,(202) 225-4576,Energy and Commerce,Select Subcommittee on the Coronavirus Pandemic,,
L,Louisiana 5th,"Letlow, Julia",R,142 CHOB,(202) 225-8490,Appropriations,Education and the Workforce,,
L,California 49th,"Levin, Mike",D,2352 RHOB,(202) 225-3906,Natural Resources,Veterans' Affairs,,
L,California 36th,"Lieu, Ted",D,2454 RHOB,(202) 225-3976,Foreign Affairs,Judiciary,,
L,California 18th,"Lofgren, Zoe",D,1401 LHOB,(202) 225-3072,Judiciary,"Science, Space, and Technology",,
L,Georgia 11th,"Loudermilk, Barry",R,2133 RHOB,(202) 225-2931,Financial Services,House Administration,,
L,Oklahoma 3rd,"Lucas, Frank",R,2405 RHOB,(202) 225-5565,Agriculture,Financial Services,"Science, Space, and Technology",
L,Missouri 3rd,"Luetkemeyer, Blaine",R,2230 RHOB,(202) 225-2956,Financial Services,Small Business,Select Comm on the Strategic Competition US and China,
L,Florida 13th,"Luna, Anna Paulina",R,1017 LHOB,(202) 225-5961,Oversight and Accountability,Natural Resources,,
L,Texas 8th,"Luttrell, Morgan",R,1320 LHOB,(202) 225-4901,Armed Services,Homeland Security,Veterans' Affairs,
L,Massachusetts 8th,"Lynch, Stephen",D,2109 RHOB,(202) 225-8273,Financial Services,Select Subcommittee on the Weaponization of the Fed Govt,Oversight and Accountability,
M,South Carolina 1st,"Mace, Nancy",R,1728 LHOB,(202) 225-3176,Armed Services,Oversight and Accountability,Veterans' Affairs,
M,Rhode Island 2nd,"Magaziner, Seth",D,1218 LHOB,(202) 225-2735,Homeland Security,Natural Resources,,
M,New York 11th,"Malliotakis, Nicole",R,351 CHOB,(202) 225-3371,Select Subcommittee on the Coronavirus Pandemic,Ways and Means,,
M,Utah 2nd,"Maloy, Celeste",R,166 CHOB,(202) 225-9730,Transportation and Infrastructure,Small Business,,
M,Kansas 1st,"Mann, Tracey",R,344 CHOB,(202) 225-2715,Agriculture,Transportation and Infrastructure,Small Business,
M,North Carolina 6th,"Manning, Kathy",D,307 CHOB,(202) 225-3065,Education and the Workforce,Foreign Affairs,,
M,Kentucky 4th,"Massie, Thomas",R,2453 RHOB,(202) 225-3465,Select Subcommittee on the Weaponization of the Fed Govt,Judiciary,Transportation and Infrastructure,Rules
M,Florida 21st,"Mast, Brian",R,2182 RHOB,(202) 225-3026,Foreign Affairs,Transportation and Infrastructure,,
M,California 7th,"Matsui, Doris",D,2311 RHOB,(202) 225-7163,Energy and Commerce,,,
M,Georgia 7th,"McBath, Lucy",D,2246 RHOB,(202) 225-4501,Education and the Workforce,Judiciary,,
M,California 20th,"McCarthy, Kevin- Vacancy",,2468 RHOB,(202) 225-2915,,,,
M,Texas 10th,"McCaul, Michael",R,2300 RHOB,(202) 225-2401,Foreign Affairs,Homeland Security,,
M,Michigan 9th,"McClain, Lisa",R,444 CHOB,(202) 225-2106,Armed Services,Budget,Education and the Workforce,Oversight and Accountability
M,Virginia 4th,"McClellan, Jennifer",D,2417 RHOB,(202) 225-6365,Armed Services,"Science, Space, and Technology",,
M,California 5th,"McClintock, Tom",R,2256 RHOB,(202) 225-2511,Budget,Natural Resources,Judiciary,
M,Minnesota 4th,"McCollum, Betty",D,2426 RHOB,(202) 225-6631,Appropriations,,,
M,Georgia 6th,"McCormick, Richard",R,1213 LHOB,(202) 225-4272,Armed Services,Foreign Affairs,"Science, Space, and Technology",Select Subcommittee on the Coronavirus Pandemic
M,Kentucky 3rd,"McGarvey, Morgan",D,1527 LHOB,(202) 225-5401,Small Business,Veterans' Affairs,,
M,Massachusetts 2nd,"McGovern, James",D,370 CHOB,(202) 225-6101,Agriculture,Rules,,
M,North Carolina 10th,"McHenry, Patrick",R,2134 RHOB,(202) 225-2576,Financial Services,,,
M,New York 5th,"Meeks, Gregory",D,2310 RHOB,(202) 225-3461,Financial Services,Foreign Affairs,,
M,New Jersey 8th,"Menendez, Robert",D,1007 LHOB,(202) 225-7919,Homeland Security,Transportation and Infrastructure,,
M,New York 6th,"Meng, Grace",D,2209 RHOB,(202) 225-2601,Appropriations,,,
M,Pennsylvania 9th,"Meuser, Daniel",R,350 CHOB,(202) 225-6511,Financial Services,Small Business,,
M,Maryland 7th,"Mfume, Kweisi",D,2263 RHOB,(202) 225-4741,Oversight and Accountability,Small Business,Select Subcommittee on the Coronavirus Pandemic,
M,West Virginia 1st,"Miller, Carol",R,465 CHOB,(202) 225-3452,Ways and Means,,,
M,Illinois 15th,"Miller, Mary",R,1740 LHOB,(202) 225-5271,Agriculture,Education and the Workforce,,
M,Ohio 7th,"Miller, Max",R,143 CHOB,(202) 225-3876,Agriculture,"Science, Space, and Technology",,
M,Iowa 1st,"Miller-Meeks, Mariannette",R,1034 LHOB,(202) 225-6576,Energy and Commerce,Select Subcommittee on the Coronavirus Pandemic,Veterans' Affairs,
M,Florida 7th,"Mills, Cory",R,1237 LHOB,(202) 225-4035,Armed Services,Foreign Affairs,,
M,New York 19th,"Molinaro, Marcus",R,1207 LHOB,(202) 225-5441,Agriculture,Transportation and Infrastructure,Small Business,
M,Michigan 2nd,"Moolenaar, John",R,246 CHOB,(202) 225-3561,Appropriations,Select Comm on the Strategic Competition US and China,,
M,West Virginia 2nd,"Mooney, Alexander",R,2228 RHOB,(202) 225-2711,Financial Services,,,
M,Alabama 2nd,"Moore, Barry",R,1504 LHOB,(202) 225-2901,Agriculture,Judiciary,,
M,Utah 1st,"Moore, Blake",R,1131 LHOB,(202) 225-0453,Budget,Ways and Means,,
M,Wisconsin 4th,"Moore, Gwen",D,2252 RHOB,(202) 225-4572,Ways and Means,,,
M,Texas 1st,"Moran, Nathaniel",R,1541 LHOB,(202) 225-3035,Education and the Workforce,Foreign Affairs,Judiciary,
M,New York 25th,"Morelle, Joseph",D,570 CHOB,(202) 225-3615,Appropriations,House Administration,Joint Committee of Congress on the Library,
M,Florida 23rd,"Moskowitz, Jared",D,1130 LHOB,(202) 225-3001,Foreign Affairs,Oversight and Accountability,,
M,Massachusetts 6th,"Moulton, Seth",D,1126 LHOB,(202) 225-8020,Armed Services,Transportation and Infrastructure,Select Comm on the Strategic Competition US and China,
M,Guam Delegate,"Moylan, James",R,1628 LHOB,(202) 225-1188,Armed Services,Natural Resources,,
M,Indiana 1st,"Mrvan, Frank",D,1607 LHOB,(202) 225-2461,Education and the Workforce,Veterans' Affairs,,
M,California 15th,"Mullin, Kevin",D,1404 LHOB,(202) 225-3531,Natural Resources,"Science, Space, and Technology",,
M,North Carolina 3rd,"Murphy, Gregory",R,407 CHOB,(202) 225-3415,House Administration,Veterans' Affairs,Ways and Means,
N,New York 12th,"Nadler, Jerrold",D,2132 RHOB,(202) 225-5635,Judiciary,,,
N,California 31st,"Napolitano, Grace",D,1610 LHOB,(202) 225-5256,Natural Resources,Transportation and Infrastructure,,
N,Massachusetts 1st,"Neal, Richard",D,372 CHOB,(202) 225-5601,Joint Committee on Taxation,Ways and Means,,
N,Colorado 2nd,"Neguse, Joe",D,2400 RHOB,(202) 225-2161,Natural Resources,Judiciary,Rules,
N,Texas 22nd,"Nehls, Troy",R,1104 LHOB,(202) 225-5951,Judiciary,Transportation and Infrastructure,,
N,Washington 4th,"Newhouse, Dan",R,504 CHOB,(202) 225-5816,Appropriations,Select Comm on the Strategic Competition US and China,,
N,North Carolina 13th,"Nickel, Wiley",D,1133 LHOB,(202) 225-4531,Financial Services,,,
N,New Jersey 1st,"Norcross, Donald",D,2427 RHOB,(202) 225-6501,Armed Services,Education and the Workforce,,
N,South Carolina 5th,"Norman, Ralph",R,569 CHOB,(202) 225-5501,Financial Services,Budget,Rules,
N,District of Columbia Delegate,"Norton, Eleanor",D,2136 RHOB,(202) 225-8050,Oversight and Accountability,Transportation and Infrastructure,,
N,Iowa 3rd,"Nunn, Zachary",R,1232 LHOB,(202) 225-5476,Agriculture,Financial Services,,
O,California 23rd,"Obernolte, Jay",R,1029 LHOB,(202) 225-5861,Energy and Commerce,"Science, Space, and Technology",,
O,New York 14th,"Ocasio-Cortez, Alexandria",D,250 CHOB,(202) 225-3965,Oversight and Accountability,Natural Resources,,
O,Tennessee 5th,"Ogles, Andrew",R,151 CHOB,(202) 225-4311,Financial Services,,,
O,Minnesota 5th,"Omar, Ilhan",D,1730 LHOB,(202) 225-4755,Budget,Education and the Workforce,,
O,Utah 4th,"Owens, Burgess",R,309 CHOB,(202) 225-3011,Education and the Workforce,Transportation and Infrastructure,,
P,New Jersey 6th,"Pallone, Frank",D,2107 RHOB,(202) 225-4671,Energy and Commerce,,,
P,Alabama 6th,"Palmer, Gary",R,170 CHOB,(202) 225-4921,Oversight and Accountability,Energy and Commerce,,
P,California 19th,"Panetta, Jimmy",D,304 CHOB,(202) 225-2861,Armed Services,Budget,Ways and Means,
P,New Hampshire 1st,"Pappas, Chris",D,452 CHOB,(202) 225-5456,Transportation and Infrastructure,Small Business,Veterans' Affairs,
P,New Jersey 9th,"Pascrell, Bill",D,2409 RHOB,(202) 225-5751,Ways and Means,,,
P,New Jersey 10th,"Payne, Donald",D,106 CHOB,(202) 225-3436,Homeland Security,Transportation and Infrastructure,,
P,California 11th,"Pelosi, Nancy",D,1236 LHOB,(202) 225-4965,,,,
P,Alaska At Large,"Peltola, Mary",D,153 CHOB,(202) 225-5765,Natural Resources,Transportation and Infrastructure,,
P,Indiana 6th,"Pence, Greg",R,404 CHOB,(202) 225-3021,Energy and Commerce,,,
P,Washington 3rd,"Perez, Marie",D,1431 LHOB,(202) 225-3536,Agriculture,Small Business,,
P,Pennsylvania 10th,"Perry, Scott",R,2160 RHOB,(202) 225-5836,Foreign Affairs,Oversight and Accountability,Transportation and Infrastructure,
P,California 50th,"Peters, Scott",D,1201 LHOB,(202) 225-0508,Budget,Energy and Commerce,,
P,Colorado 7th,"Pettersen, Brittany",D,1230 LHOB,(202) 225-2645,Financial Services,,,
P,Texas 11th,"Pfluger, August",R,1124 LHOB,(202) 225-3605,Homeland Security,Energy and Commerce,,
P,Minnesota 3rd,"Phillips, Dean",D,2452 RHOB,(202) 225-2871,Foreign Affairs,Small Business,,
P,Maine 1st,"Pingree, Chellie",D,2354 RHOB,(202) 225-6116,Agriculture,Appropriations,,
P,Virgin Islands Delegate,"Plaskett, Stacey",D,2059 RHOB,(202) 225-1790,Select Subcommittee on the Weaponization of the Fed Govt,Intelligence,,
P,Wisconsin 2nd,"Pocan, Mark",D,1026 LHOB,(202) 225-2906,Appropriations,,,
P,California 47th,"Porter, Katie",D,1233 LHOB,(202) 225-5611,Oversight and Accountability,Natural Resources,,
P,Florida 8th,"Posey, Bill",R,2150 RHOB,(202) 225-3671,Financial Services,"Science, Space, and Technology",,
P,Massachusetts 7th,"Pressley, Ayanna",D,402 CHOB,(202) 225-5111,Financial Services,Oversight and Accountability,,
Q,Illinois 5th,"Quigley, Mike",D,2083 RHOB,(202) 225-4061,Appropriations,,,
R,American Samoa Delegate,"Radewagen, Aumua Amata",R,2001 RHOB,(202) 225-8577,Foreign Affairs,Natural Resources,Veterans' Affairs,
R,Illinois 3rd,"Ramirez, Delia",D,1523 LHOB,(202) 225-5701,Homeland Security,Veterans' Affairs,,
R,Maryland 8th,"Raskin, Jamie",D,2242 RHOB,(202) 225-5341,Oversight and Accountability,,,
R,Pennsylvania 14th,"Reschenthaler, Guy",R,342 CHOB,(202) 225-2065,Appropriations,Rules,,
R,Washington 5th,"Rodgers, Cathy",R,2188 RHOB,(202) 225-2006,Energy and Commerce,,,
R,Kentucky 5th,"Rogers, Harold",R,2406 RHOB,(202) 225-4601,Appropriations,,,
R,Alabama 3rd,"Rogers, Mike",R,2469 RHOB,(202) 225-3261,Armed Services,,,
R,Tennessee 6th,"Rose, John",R,2238 RHOB,(202) 225-4231,Agriculture,Financial Services,,
R,Montana 2nd,"Rosendale, Matthew",R,1023 LHOB,(202) 225-3211,Natural Resources,Veterans' Affairs,,
R,North Carolina 2nd,"Ross, Deborah",D,1221 LHOB,(202) 225-3032,Judiciary,Ethics,"Science, Space, and Technology",Select Subcommittee on the Coronavirus Pandemic
R,North Carolina 7th,"Rouzer, David",R,2333 RHOB,(202) 225-2731,Agriculture,Transportation and Infrastructure,,
R,Texas 21st,"Roy, Chip",R,103 CHOB,(202) 225-4236,Budget,Judiciary,Rules,
R,California 25th,"Ruiz, Raul",D,2342 RHOB,(202) 225-5330,Energy and Commerce,Select Subcommittee on the Coronavirus Pandemic,,
R,Maryland 2nd,"Ruppersberger, C.",D,2206 RHOB,(202) 225-3061,Appropriations,,,
R,Florida 5th,"Rutherford, John",R,1711 LHOB,(202) 225-2501,Appropriations,Ethics,,
R,New York 18th,"Ryan, Patrick",D,1030 LHOB,(202) 225-5614,Armed Services,Transportation and Infrastructure,,
S,Northern Mariana Islands Delegate,"Sablan, Gregorio",D,2267 RHOB,(202) 225-2646,Education and the Workforce,Natural Resources,,
S,Florida 27th,"Salazar, Maria",R,2162 RHOB,(202) 225-3931,Foreign Affairs,Small Business,,
S,Oregon 6th,"Salinas, Andrea",D,109 CHOB,(202) 225-5643,Agriculture,"Science, Space, and Technology",,
S,California 38th,"Sanchez, Linda",D,2428 RHOB,(202) 225-6676,Select Subcommittee on the Weaponization of the Fed Govt,Ways and Means,,
S,Maryland 3rd,"Sarbanes, John",D,2370 RHOB,(202) 225-4016,Energy and Commerce,,,
S,Louisiana 1st,"Scalise, Steve",R,2049 RHOB,(202) 225-3015,,,,
S,Pennsylvania 5th,"Scanlon, Mary",D,1227 LHOB,(202) 225-2011,Judiciary,Rules,,
S,Illinois 9th,"Schakowsky, Janice",D,2408 RHOB,(202) 225-2111,Budget,Energy and Commerce,,
S,California 30th,"Schiff, Adam",D,2309 RHOB,(202) 225-4176,Judiciary,,,
S,Illinois 10th,"Schneider, Bradley",D,300 CHOB,(202) 225-4835,Foreign Affairs,Ways and Means,,
S,Michigan 3rd,"Scholten, Hillary",D,1317 LHOB,(202) 225-3831,Transportation and Infrastructure,Small Business,,
S,Washington 8th,"Schrier, Kim",D,1110 LHOB,(202) 225-7761,Energy and Commerce,,,
S,Arizona 1st,"Schweikert, David",R,460 CHOB,(202) 225-2190,Ways and Means,,,
S,Georgia 8th,"Scott, Austin",R,2185 RHOB,(202) 225-6531,Agriculture,Armed Services,Intelligence,
S,Georgia 13th,"Scott, David",D,468 CHOB,(202) 225-2939,Agriculture,Financial Services,,
S,Virginia 3rd,"Scott, Robert",D,2328 RHOB,(202) 225-8351,Budget,Education and the Workforce,,
S,Texas 3rd,"Self, Keith",R,1113 LHOB,(202) 225-4201,Foreign Affairs,Veterans' Affairs,,
S,Texas 17th,"Sessions, Pete",R,2204 RHOB,(202) 225-6105,Financial Services,Oversight and Accountability,,
S,Alabama 7th,"Sewell, Terri",D,1035 LHOB,(202) 225-2665,Armed Services,House Administration,Joint Committee of Congress on the Library,Ways and Means
S,California 32nd,"Sherman, Brad",D,2365 RHOB,(202) 225-5911,Financial Services,Foreign Affairs,,
S,New Jersey 11th,"Sherrill, Mikie",D,1427 LHOB,(202) 225-5034,Armed Services,Select Comm on the Strategic Competition US and China,,
S,Idaho 2nd,"Simpson, Michael",R,2084 RHOB,(202) 225-5531,Appropriations,,,
S,Michigan 7th,"Slotkin, Elissa",D,2245 RHOB,(202) 225-4872,Agriculture,Armed Services,,
S,Washington 9th,"Smith, Adam",D,2264 RHOB,(202) 225-8901,Armed Services,,,
S,Nebraska 3rd,"Smith, Adrian",R,502 CHOB,(202) 225-6435,Joint Committee on Taxation,Ways and Means,,
S,New Jersey 4th,"Smith, Christopher",R,2373 RHOB,(202) 225-3765,Foreign Affairs,,,
S,Missouri 8th,"Smith, Jason",R,1011 LHOB,(202) 225-4404,Joint Committee on Taxation,Ways and Means,,
S,Pennsylvania 11th,"Smucker, Lloyd",R,302 CHOB,(202) 225-2411,Budget,Education and the Workforce,Ways and Means,
S,Illinois 17th,"Sorensen, Eric",D,1205 LHOB,(202) 225-5905,Agriculture,"Science, Space, and Technology",,
S,Florida 9th,"Soto, Darren",D,2353 RHOB,(202) 225-9889,Agriculture,Energy and Commerce,,
S,Virginia 7th,"Spanberger, Abigail",D,562 CHOB,(202) 225-2815,Agriculture,Intelligence,,
S,Indiana 5th,"Spartz, Victoria",R,1609 LHOB,(202) 225-2276,Judiciary,,,
S,New Mexico 1st,"Stansbury, Melanie",D,1421 LHOB,(202) 225-6316,Oversight and Accountability,Natural Resources,,
S,Arizona 4th,"Stanton, Greg",D,207 CHOB,(202) 225-9888,Foreign Affairs,Transportation and Infrastructure,,
S,Minnesota 8th,"Stauber, Pete",R,145 CHOB,(202) 225-6211,Natural Resources,Transportation and Infrastructure,Small Business,
S,California 45th,"Steel, Michelle",R,1127 LHOB,(202) 225-2415,Education and the Workforce,Ways and Means,Select Comm on the Strategic Competition US and China,
S,New York 21st,"Stefanik, Elise",R,2211 RHOB,(202) 225-4611,Armed Services,Education and the Workforce,Select Subcommittee on the Weaponization of the Fed Govt,Intelligence
S,Wisconsin 1st,"Steil, Bryan",R,1526 LHOB,(202) 225-3031,Financial Services,House Administration,Joint Committee of Congress on the Library,
S,Florida 17th,"Steube, W.",R,2457 RHOB,(202) 225-5792,Select Subcommittee on the Weaponization of the Fed Govt,Ways and Means,,
S,Michigan 11th,"Stevens, Haley",D,2411 RHOB,(202) 225-8171,Education and the Workforce,"Science, Space, and Technology",Select Comm on the Strategic Competition US and China,
S,Washington 10th,"Strickland, Marilyn",D,1708 LHOB,(202) 225-9740,Armed Services,Transportation and Infrastructure,,
S,Alabama 5th,"Strong, Dale",R,1337 LHOB,(202) 225-4801,Armed Services,Homeland Security,"Science, Space, and Technology",
S,New York 3rd,"Suozzi, Thomas R.",D,1117 LHOB,(202) 225-3335,Homeland Security,,,
S,California 14th,"Swalwell, Eric",D,174 CHOB,(202) 225-5065,Homeland Security,Judiciary,,
S,Ohio 13th,"Sykes, Emilia",D,1217 LHOB,(202) 225-6265,Transportation and Infrastructure,"Science, Space, and Technology",,
T,California 39th,"Takano, Mark",D,2078 RHOB,(202) 225-2305,Education and the Workforce,Veterans' Affairs,,
T,New York 24th,"Tenney, Claudia",R,2349 RHOB,(202) 225-3665,"Science, Space, and Technology",Ways and Means,,
T,Michigan 13th,"Thanedar, Shri",D,1039 LHOB,(202) 225-5802,Homeland Security,Small Business,,
T,Mississippi 2nd,"Thompson, Bennie",D,2466 RHOB,(202) 225-5876,Homeland Security,,,
T,Pennsylvania 15th,"Thompson, Glenn",R,400 CHOB,(202) 225-5121,Agriculture,Education and the Workforce,,
T,California 4th,"Thompson, Mike",D,268 CHOB,(202) 225-3311,Ways and Means,,,
T,Wisconsin 7th,"Tiffany, Thomas",R,451 CHOB,(202) 225-3365,Natural Resources,Judiciary,,
T,South Carolina 4th,"Timmons, William",R,267 CHOB,(202) 225-6030,Financial Services,Oversight and Accountability,,
T,Nevada 1st,"Titus, Dina",D,2464 RHOB,(202) 225-5965,Foreign Affairs,Transportation and Infrastructure,,
T,Michigan 12th,"Tlaib, Rashida",D,2438 RHOB,(202) 225-5126,Financial Services,Oversight and Accountability,,
T,Hawaii 2nd,"Tokuda, Jill",D,1005 LHOB,(202) 225-4906,Agriculture,Armed Services,Select Subcommittee on the Coronavirus Pandemic,
T,New York 20th,"Tonko, Paul",D,2369 RHOB,(202) 225-5076,Energy and Commerce,"Science, Space, and Technology",,
T,California 35th,"Torres, Norma",D,2227 RHOB,(202) 225-6161,Appropriations,House Administration,,
T,New York 15th,"Torres, Ritchie",D,1414 LHOB,(202) 225-4361,Financial Services,Select Comm on the Strategic Competition US and China,,
T,Massachusetts 3rd,"Trahan, Lori",D,2439 RHOB,(202) 225-3411,Energy and Commerce,,,
T,Maryland 6th,"Trone, David",D,2404 RHOB,(202) 225-2721,Appropriations,Budget,,
T,Ohio 10th,"Turner, Michael",R,2183 RHOB,(202) 225-6465,Armed Services,Oversight and Accountability,Intelligence,
U,Illinois 14th,"Underwood, Lauren",D,1410 LHOB,(202) 225-2976,Appropriations,,,
V,California 22nd,"Valadao, David",R,2465 RHOB,(202) 225-4695,Appropriations,Budget,,
V,New Jersey 2nd,"Van Drew, Jefferson",R,2447 RHOB,(202) 225-6572,Judiciary,Transportation and Infrastructure,,
V,Texas 24th,"Van Duyne, Beth",R,1725 LHOB,(202) 225-6605,Small Business,Ways and Means,,
V,Wisconsin 3rd,"Van Orden, Derrick",R,1513 LHOB,(202) 225-5506,Agriculture,Transportation and Infrastructure,Veterans' Affairs,
V,California 52nd,"Vargas, Juan",D,2334 RHOB,(202) 225-8045,Financial Services,,,
V,New Mexico 2nd,"Vasquez, Gabe",D,1517 LHOB,(202) 225-2365,Agriculture,Armed Services,,
V,Texas 33rd,"Veasey, Marc",D,2348 RHOB,(202) 225-9897,Armed Services,Energy and Commerce,,
V,New York 7th,"Velazquez, Nydia",D,2302 RHOB,(202) 225-2361,Financial Services,Natural Resources,Small Business,
W,Missouri 2nd,"Wagner, Ann",R,2350 RHOB,(202) 225-1621,Financial Services,Foreign Affairs,,
W,Michigan 5th,"Walberg, Tim",R,2266 RHOB,(202) 225-6276,Education and the Workforce,Energy and Commerce,,
W,Florida 6th,"Waltz, Michael",R,244 CHOB,(202) 225-2706,Armed Services,Foreign Affairs,Oversight and Accountability,Intelligence
W,Florida 25th,"Wasserman Schultz, Debbie",D,270 CHOB,(202) 225-7931,Appropriations,Select Subcommittee on the Weaponization of the Fed Govt,,
W,California 43rd,"Waters, Maxine",D,2221 RHOB,(202) 225-2201,Financial Services,,,
W,New Jersey 12th,"Watson Coleman, Bonnie",D,168 CHOB,(202) 225-5801,Appropriations,,,
W,Texas 14th,"Weber, Randy",R,107 CHOB,(202) 225-2831,Energy and Commerce,"Science, Space, and Technology",,
W,Florida 11th,"Webster, Daniel",R,2184 RHOB,(202) 225-1002,Natural Resources,Transportation and Infrastructure,"Science, Space, and Technology",
W,Ohio 2nd,"Wenstrup, Brad",R,2335 RHOB,(202) 225-3164,Intelligence,Select Subcommittee on the Coronavirus Pandemic,Ways and Means,
W,Arkansas 4th,"Westerman, Bruce",R,202 CHOB,(202) 225-3772,Natural Resources,Transportation and Infrastructure,,
W,Virginia 10th,"Wexton, Jennifer",D,1210 LHOB,(202) 225-5136,Appropriations,Budget,,
W,Pennsylvania 7th,"Wild, Susan",D,1027 LHOB,(202) 225-6411,Education and the Workforce,Foreign Affairs,Ethics,
W,New York 22nd,"Williams, Brandon",R,1022 LHOB,(202) 225-3701,Education and the Workforce,Transportation and Infrastructure,"Science, Space, and Technology",
W,Georgia 5th,"Williams, Nikema",D,1406 LHOB,(202) 225-3801,Financial Services,,,
W,Texas 25th,"Williams, Roger",R,2336 RHOB,(202) 225-9896,Financial Services,Small Business,,
W,Florida 24th,"Wilson, Frederica",D,2080 RHOB,(202) 225-4506,Education and the Workforce,Transportation and Infrastructure,,
W,South Carolina 2nd,"Wilson, Joe",R,1436 LHOB,(202) 225-2452,Armed Services,Education and the Workforce,Foreign Affairs,
W,Virginia 1st,"Wittman, Robert",R,2055 RHOB,(202) 225-4261,Armed Services,Natural Resources,Select Comm on the Strategic Competition US and China,
W,Arkansas 3rd,"Womack, Steve",R,2412 RHOB,(202) 225-4301,Appropriations,,,
Y,Indiana 2nd,"Yakym, Rudy",R,349 CHOB,(202) 225-3915,Budget,Transportation and Infrastructure,,
Z,Montana 1st,"Zinke, Ryan",R,512 CHOB,(202) 225-5628,Appropriations,"Science, Space, and Technology",,
